Minute	Commentary
91	Joel Ward goes for goal, but his effort was never close to hitting the target.
91	Tyrick Mitchell puts in a cross...
91	Wilfredo Caballero relieves the pressure with a clearance
91	Joel Ward puts in a cross...
91	Crystal Palace take a throw-in at the right side of the pitch in the opponent's half of the field
90	The fourth official shows there are 5 minute(s) of time to be added.
90	Ball possession: Crystal Palace: 58%, Southampton: 42%.
90	Michael Olise from Crystal Palace tries to pick out a team-mate in the area but his cross is blocked by an opponent.
90	Crystal Palace is in control of the ball.
89	Goal kick for Southampton.
89	Tyrick Mitchell from Crystal Palace crosses the ball, but it goes out for a goal kick.
89	Crystal Palace is trying to create something here.
88	Crystal Palace take a throw-in at the right side of the pitch in the opponent's half of the field
88	After a tactical foul, Lyanco sees no other way than stopping the counter and receives a yellow card.
88	The referee signals a free kick as Lyanco from Southampton trips Christian Benteke
88	Crystal Palace take a throw-in at the right side of the pitch in their own half of the field
87	Moussa Djenepo from Southampton goes a bit too far there as the pulls down Joel Ward
87	Crystal Palace take a throw-in at the left side of the pitch in their own half of the field
87	Conor Gallagher is penalised for pushing Moussa Djenepo.
86	Crystal Palace take a throw-in at the right side of the pitch in their own half of the field
86	Crystal Palace is in control of the ball.
85	Ball possession: Crystal Palace: 57%, Southampton: 43%.
85	James Ward-Prowse from Southampton passes the ball in the box, but it's intercepted by an opponent player.
85	Southampton take a throw-in at the right side of the pitch in the opponent's half of the field
85	The referee signals a free kick as Theo Walcott from Southampton trips Tyrick Mitchell
84	After a tactical foul, Mohammed Salisu sees no other way than stopping the counter and receives a yellow card.
84	Obstruction as Mohammed Salisu cuts off the run of Michael Olise. A free-kick is awarded.
83	Mohammed Salisu relieves the pressure with a clearance
83	Will Hughes from Crystal Palace swings in the corner from the right.
83	Joel Ward from Crystal Palace tries to pick out a team-mate in the area but his cross is blocked by an opponent.
83	Crystal Palace take a throw-in at the right side of the pitch in the opponent's half of the field
82	Crystal Palace take a throw-in at the right side of the pitch in the opponent's half of the field
82	Nathan Tella is leaving the field to be replaced by Theo Walcott in a tactical substitution.
82	Crystal Palace take a throw-in at the right side of the pitch in the opponent's half of the field
81	James Tomkins is leaving the field to be replaced by Joachim Andersen in a tactical substitution.
81	Crystal Palace plays a short goal kick.
81	Moussa Djenepo goes for goal, but his effort was never close to hitting the target.
81	Marc Guehi relieves the pressure with a clearance
81	James Ward-Prowse from Southampton swings in the corner from the right.
80	A shot by Nathan Tella is blocked.
80	James Ward-Prowse swings in a cross from the free kick.
80	Marc Guehi is penalised for pushing Shane Long.
80	Ball possession: Crystal Palace: 58%, Southampton: 42%.
80	Southampton take a throw-in at the right side of the pitch in their own half of the field
79	Wilfried Zaha from Crystal Palace directs the ball behind the defence, but it's intercepted by an opponent player.
79	Crystal Palace start a counter attack.
79	James Tomkins relieves the pressure with a clearance
79	Shane Long from Southampton tries to head the ball to a team mate, but it's intercepted by an opponent player.
79	Nathan Redmond puts in a cross...
78	James Tomkins hand-balls.
78	Mohammed Salisu relieves the pressure with a clearance
78	Michael Olise puts in a cross...
78	The referee signals a free kick as Moussa Djenepo from Southampton trips Michael Olise
78	Joel Ward relieves the pressure with a clearance
77	James Ward-Prowse swings in a cross from the free kick.
77	The referee signals a free kick as Wilfried Zaha from Crystal Palace trips Nathan Redmond
76	James Tomkins relieves the pressure with a clearance
76	Nathan Redmond puts in a cross...
76	Crystal Palace take a throw-in at the left side of the pitch in their own half of the field
76	Southampton take a throw-in at the right side of the pitch in the opponent's half of the field
75	Jordan Ayew is leaving the field to be replaced by Michael Olise in a tactical substitution.
75	Ball possession: Crystal Palace: 59%, Southampton: 41%.
75	A shot by James Ward-Prowse is blocked.
75	Odsonne Edouard relieves the pressure with a clearance
75	A player from Southampton takes a long throw from left side of the pitch into the opponent's box
74	Joel Ward relieves the pressure with a clearance
74	James Ward-Prowse swings in a cross from the free kick.
73	After a tactical foul, James Tomkins sees no other way than stopping the counter and receives a yellow card.
73	The referee signals a free kick as James Tomkins from Crystal Palace trips Nathan Tella
73	Moussa Djenepo relieves the pressure with a clearance
73	Wilfried Zaha puts in a cross...
73	Crystal Palace start a counter attack.
73	Shane Long from Southampton heads towards goal but sees his effort blocked.
73	James Ward-Prowse from Southampton swings in the corner from the right.
72	Lyanco from Southampton heads towards goal but sees his effort blocked.
72	James Ward-Prowse from Southampton swings in the corner from the left.
71	Kyle Walker-Peters from Southampton sees his square pass blocked by an opponent player.
71	Moussa Djenepo of Southampton passes the ball to a team mate.
71	Nathan Redmond of Southampton passes the ball to a team mate.
71	Shane Long sends a header towards goal, but Jack Butland is there to comfortably save it
71	James Ward-Prowse swings in a cross from the free kick.
70	Ball possession: Crystal Palace: 59%, Southampton: 41%.
70	William Smallbone is leaving the field to be replaced by Moussa Djenepo in a tactical substitution.
70	Armando Broja is leaving the field to be replaced by Shane Long in a tactical substitution.
69	Wilfried Zaha is penalised for pushing Valentino Livramento.
69	Crystal Palace take a throw-in at the left side of the pitch in their own half of the field
68	The referee signals a free kick as Odsonne Edouard from Crystal Palace trips James Ward-Prowse
68	James Ward-Prowse relieves the pressure with a clearance
68	Will Hughes swings in a cross from the free kick.
67	After a tactical foul, Valentino Livramento sees no other way than stopping the counter and receives a yellow card.
67	Valentino Livramento from Southampton goes a bit too far there as the pulls down Wilfried Zaha
67	Crystal Palace is in control of the ball.
66	Southampton take a throw-in at the left side of the pitch in the opponent's half of the field
65	Ball possession: Crystal Palace: 58%, Southampton: 42%.
65	With that goal, Crystal Palace equalised. Game on!
65	GOOOOOAAL! - Jordan Ayew finds the net with the right foot!
65	A shot from Odsonne Edouard is parried by the keeper and goes back into play.
65	Odsonne Edouard from Crystal Palace passes the ball in the box, but it's intercepted by an opponent player.
65	Wilfried Zaha of Crystal Palace passes the ball to a team mate.
64	Crystal Palace take a throw-in at the right side of the pitch in the opponent's half of the field
64	Crystal Palace take a throw-in at the right side of the pitch in the opponent's half of the field
64	Crystal Palace with an attacking substitution here.
64	Cheikhou Kouyate is leaving the field to be replaced by Christian Benteke in a tactical substitution.
63	Crystal Palace take a throw-in at the right side of the pitch in the opponent's half of the field
63	Crystal Palace is in control of the ball.
63	Crystal Palace take a throw-in at the right side of the pitch in their own half of the field
62	Crystal Palace take a throw-in at the right side of the pitch in their own half of the field
62	Nathan Tella comes back onto the field.
62	The game is restarted.
62	Nathan Tella is injured and is taken off the field to receive medical treatment.
61	Nathan Tella is down injured and receives medical attention on the field.
61	Play has been stopped because there is a player lying on the pitch.
60	Ball possession: Crystal Palace: 57%, Southampton: 43%.
60	Dangerous challenge by Conor Gallagher from Crystal Palace. Nathan Redmond on the receiving end of that.
60	Crystal Palace is trying to create something here.
59	Nathan Redmond from Southampton is ruled offside.
59	Nathan Redmond from Southampton directs a ball squarely in the box, but it's intercepted by an opponent player.
59	Nathan Tella of Southampton passes the ball to a team mate.
59	Nathan Tella from Southampton takes the ball forward trying to make something happen...
59	Southampton start a counter attack.
59	Conor Gallagher from Crystal Palace passes the ball in the box, but it's intercepted by an opponent player.
59	Crystal Palace is trying to create something here.
58	Nathan Tella relieves the pressure with a clearance
58	Will Hughes from Crystal Palace swings in the corner from the right.
58	What a save! Odsonne Edouard has a great chance to score, but his effort is turned behind by the keeper!
